start_station,end_station,count
Sofienberggata,Dokkveien,12
Finnmarksgata,Studenterlunden,12
Finnmarksgata,Chr. Michelsens Gate,12
Finnmarksgata,Edvard Storms gate,12
Finnmarksgata,Raadhusgata,12
Finnmarksgata,Fagerheimgata,12
Taasenloekka,Elgsletta,12
Taasenloekka,Vaar Frelsers gravlund,12
Taasenloekka,Jess Carlsens gate,12
Taasenloekka,Olaf Ryes plass,12
Taasenloekka,Taasen Senter,12
Taasenloekka,Fredensborg,12
Ullevaalsveien,Dronningens gate,12
Ullevaalsveien,Koebenhavngata busstopp,12
Ullevaalsveien,Meltzers gate,12
Ullevaalsveien,Colletts gate,12
Ullevaalsveien,Salt,12
Ullevaalsveien,Oslo Hospital,12
Ullevaalsveien,Hallénparken,12
Thomas Heftyes plass,Frogner Tennisklubb,12
Thomas Heftyes plass,Jakob kirke,12
Thomas Heftyes plass,Fagerheimgata,12
Thomas Heftyes plass,Ullevaalsveien,12
Thomas Heftyes plass,Friggfeltet,12
Thomas Heftyes plass,Forskningsveien,12
Thomas Heftyes plass,Sofienbergparken nord,12
Jess Carlsens gate,oekern Portal,12
Jess Carlsens gate,Valkyrieplassen,12
Jess Carlsens gate,Blindern Studenthus,12
Jess Carlsens gate,Thomas Heftyes plass,12
Jess Carlsens gate,Huk 1,12
Jess Carlsens gate,Idioten,12
Mandalls gate,Klingenberggata,12
Mandalls gate,Hedmarksgata,12
Mandalls gate,Studenterlunden,12
Mandalls gate,Karenslyst allé,12
Mandalls gate,Lilleborgbanen,12
Mandalls gate,Tordenskiolds gate,12
Toeyenbekken,Lilleborgbanen,12
Toeyenbekken,Dokkveien,12
Toeyenbekken,Fred Olsens gate,12
Toeyenbekken,Lodalen busstopp,12
Volvat,Schous plass trikkestopp,12
Volvat,Blindern studentparkering,12
Volvat,Raadhusgata,12
Volvat,Fagerheimgata,12
Volvat,Slottsparken oest,12
Volvat,Nordre gate,12
Volvat,Bjerregaardsgate oest,12
Myraloekka oest,Nybrua holdeplass,12
Myraloekka oest,Filipstadveien,12
Myraloekka oest,Griffenfeldts gate,12
Myraloekka oest,Galgeberg,12
Myraloekka oest,Henrik Wergelands allé,12
Lille Grensen,Bjoelsendumpa,12
Lille Grensen,Thune,12
Lille Grensen,Sirkustomta,12
Lille Grensen,Griffenfeldts gate,12
Lille Grensen,Torshovdalen oest,12
Lille Grensen,Drammensveien,12
Biskop Gunnerus' gate,Groenlands torg,12
Biskop Gunnerus' gate,Sofienbergparken nordvest,12
Biskop Gunnerus' gate,Olaf Ryes plass,12
Nedre Slottsgate,Nedre Slottsgate,12
Nedre Slottsgate,Hammersborg Torg,12
Friggfeltet,Professor Aschehougs plass,12
Friggfeltet,Universitetsgata,12
Friggfeltet,Bjoelsen Studentby,12
Friggfeltet,Frognerbadet,12
Friggfeltet,Bjoervika,12
Friggfeltet,Skillebekk,12
Friggfeltet,Blindern Studenthus,12
Friggfeltet,Jess Carlsens gate,12
Holbergs plass,Pilestredet Studenthus,12
Holbergs plass,Adamstuen,12
Holbergs plass,Blindern Studenthus,12
Holbergs plass,Huk 1,12
Holbergs plass,Idioten,12
Monolittveien,Professor Aschehougs plass,12
Monolittveien,Norsk Folkemuseum,12
Monolittveien,Oslo Plaza,12
Monolittveien,Holbergs plass,12
Monolittveien,Frognerveien,12
Monolittveien,Huk 1,12
Brynseng T-bane,Ringnes Park,12
Brynseng T-bane,Botanisk Hage soer,12
Brynseng T-bane,Arendalsgata,12
Brynseng T-bane,Toeyenbekken,12
Soervest for Slottsparken,Sofienbergparken soer,12
Soervest for Slottsparken,Anker Hotel,12
Soervest for Slottsparken,Fagerheimgata,12
Soervest for Slottsparken,Ullevaalsveien,12
Filipstadveien,Sofienbergparken soer,12
Filipstadveien,Vaalerenga,12
Filipstadveien,Kjeld Stubs gate,12
Uranienborgveien,Lille Schous plass,12
Uranienborgveien,Fagerheimgata,12
Diakonhjemmet,Stockfleths gate,12
Lilleborgbanen,Loerenporten,12
Lilleborgbanen,Nybrua holdeplass,12
Lilleborgbanen,Thune,12
Lilleborgbanen,Ensjoe T-bane,12
Lilleborgbanen,Uranienborgveien,12
Lilleborgbanen,Tordenskiolds gate,12
Lilleborgbanen,Idioten,12
Lilleborgbanen,7. juni-plassen,12
Langkaia,Studenterlunden,12
Langkaia,Lakkegata,12
Langkaia,Schives gate,12
Grünerhagen Nord,Domus Athletica,12
Grünerhagen Nord,Huk 2,12
Grünerhagen Nord,Arendalsgata,12
Grünerhagen Nord,Henrik Wergelands allé,12
Fyrstikktorget,Lakkegata,12
Fyrstikktorget,Vulkan,12
Fyrstikktorget,Arkaden Soer,12
Fyrstikktorget,Skippergata,12
Fyrstikktorget,Bjerregaardsgate oest,12
Fyrstikktorget,Kirkegata 15,12
Arkaden Soer,Saga Kino,12
Arkaden Soer,Studentparlamentet,12
Arkaden Soer,Sofienbergparken nordvest,12
Arkaden Soer,Henrik Ibsens gate,12
Arkaden Soer,Huk 1,12
Skippergata,Via Vika,12
Skippergata,Huk 2,12
Skippergata,Studenterlunden,12
Skippergata,Oslo Plaza,12
Skippergata,Ruseloekkgaarden,12
Skippergata,Sofienbergparken soer,12
Skippergata,Frognerstranda,12
Skippergata,Studentparlamentet,12
Skippergata,Skoeyen,12
Skippergata,Annette Thommessens Plass,12
Skippergata,Henrik Wergelands allé,12
Skippergata,Salt,12
Colbjoernsens gate,Krohgstoetten hospital,12
Colbjoernsens gate,Fram-gaarden,12
Colbjoernsens gate,Blindern studentparkering,12
Colbjoernsens gate,Jernbanetorget,12
Colbjoernsens gate,Over Raadhusgata,12
Colbjoernsens gate,Fred Olsens gate,12
Linaaes gate,Stortingstunellen,12
Linaaes gate,Majorstuveien,12
Linaaes gate,Sirkustomta,12
Linaaes gate,Fred Olsens gate,12
Thereses gate,Rostockgata,12
Thereses gate,Pilestredet Studenthus,12
Thereses gate,Skippergata,12
Thereses gate,Paléhaven,12
Thereses gate,Pilestredet 63,12
Thereses gate,Drammensveien,12
Olaf Ryes plass,Hasle Torg,12
Olaf Ryes plass,Fysikkbygningen,12
Olaf Ryes plass,Majorstua skole,12
Trelastgata,Moelleparken,12
Trelastgata,Bislett Stadion,12
Trelastgata,Fyrstikktorget,12
Skraaninga,Ruseloekkgaarden,12
Skraaninga,Raadhusgata,12
Skraaninga,Carl Berners plass nord,12
Skraaninga,Holbergs plass,12
Skraaninga,Fredensborg,12
Skraaninga,Oslo Hospital,12
Skraaninga,Kirkegata 15,12
Skraaninga,Enerhaugen,12
Taasen Senter,Jakob kirke,12
Taasen Senter,Sofienbergparken soer,12
Taasen Senter,Schous plass trikkestopp,12
Taasen Senter,Ullevaalsalléen,12
Taasen Senter,Georg Morgenstiernes hus,12
Taasen Senter,Idioten,12
Taasen Senter,Spikersuppa oest,12
Griffenfeldts gate,Arkitekt Rivertz Plass,12
Griffenfeldts gate,Spikersuppa Vest,12
Griffenfeldts gate,Myraloekka oest,12
Griffenfeldts gate,Bogstadveien,12
Griffenfeldts gate,Idioten,12
Griffenfeldts gate,Dyvekes bru,12
Griffenfeldts gate,Colletts gate,12
Pilestredet,Landstads gate,12
Pilestredet,Kontraskjaeret,12
Pilestredet,Gimle Kino,12
Pilestredet,Thune,12
Pilestredet,Ruseloekkgaarden,12
Pilestredet,Vaterlandsparken,12
Pilestredet,Anker Hotel,12
Pilestredet,Skraaninga,12
Pilestredet,Frognerveien,12
Pilestredet,Drammensveien,12
Akersgata,Professor Aschehougs plass,12
Akersgata,Norsk Folkemuseum,12
Akersgata,Kjeld Stubs gate,12
Akersgata,Dyvekes bru,12
Akersgata,Frogner plass,12
Dokkveien,Maritimt Museum,12
Dokkveien,Aker Brygge 2 mot Raadhusplassen,12
Dokkveien,Brugata,12
Dokkveien,Lilleborgbanen,12
Hoffsveien,Alexander Kiellands Plass,12
Hoffsveien,Bislett Stadion,12
Hoffsveien,Kirkeveien,12
Hoffsveien,Riddervoldplass,12
Gaustad T-bane,Friggfeltet,12
Kirkeveien,Studenterlunden,12
Kirkeveien,St. Hanshaugen park vest,12
Kirkeveien,Oslo Handelsgymnasium,12
Kirkeveien,Lindern,12
Kirkeveien,Bjoervika,12
Kirkeveien,Bjoelsen moelle,12
Slottsparken oest,St. Hanshaugen park soer,12
Huitfeldts gate,Toeyen skole,12
Huitfeldts gate,Birkelunden,12
Huitfeldts gate,Blindern studentparkering,12
Huitfeldts gate,Brugata,12
Huitfeldts gate,Arkaden Soer,12
Huitfeldts gate,Meltzers gate,12
Oscars gate,Lille Schous plass,12
Oscars gate,Vippetangen oest,12
Oscars gate,Monolittveien,12
Oscars gate,Lilleborgbanen,12
Oscars gate,Gaustad T-bane,12
Mailundveien,Stjerneplassen,12
Mailundveien,Groenlands torg,12
Mailundveien,Trondheimsveien,12
Mailundveien,Jernbanetorget,12
Mailundveien,Raadhusgata,12
Mailundveien,Lille Grensen,12
Mailundveien,Over Raadhusgata,12
Mailundveien,Bislettgata,12
Hoff terrasse holdeplass,Kirkeristen,12
Hoff terrasse holdeplass,Sjoesiden ved trappen,12
Hoff terrasse holdeplass,Vippetangen vest,12
Hoff terrasse holdeplass,Frognerstranda,12
Hoff terrasse holdeplass,Frogner plass,12
Forskningsveien,Blindern T-Bane,12
Forskningsveien,Fagerheimgata,12
Forskningsveien,7. juni-plassen,12
Frognerveien,Ullevaalsveien,12
Frognerveien,Tordenskiolds gate,12
Frognerveien,Nordre gate,12
Frognerveien,Fred Olsens gate,12
Botanisk hage soer-vest,Hedmarksgata,12
Botanisk hage soer-vest,Fysikkbygningen,12
Botanisk hage soer-vest,Trelastgata,12
Botanisk hage soer-vest,Pilestredet,12
Botanisk hage soer-vest,Frogner plass,12
Froeen T-bane,Saga Kino,12
Froeen T-bane,Uranienborgveien,12
Froeen T-bane,St. Olavs gate,12
Froeen T-bane,Dokkveien,12
Froeen T-bane,Idioten,12
Froeen T-bane,Drammensveien,12
Over Raadhusgata,Nybrua holdeplass,12
Over Raadhusgata,Landstads gate,12
Over Raadhusgata,Stensparken,12
Over Raadhusgata,Studentparlamentet,12
Over Raadhusgata,Kjeld Stubs gate,12
Over Raadhusgata,Arkaden Soer,12
Over Raadhusgata,Hoffsveien,12
Over Raadhusgata,Georg Morgenstiernes hus,12
Skoeyen,Ila,12
Skoeyen,Sentrum Scene,12
Skoeyen,Fagerheimgata,12
Skoeyen,Majorstuen T-bane,12
Skoeyen,Holbergs plass,12
Skoeyen,Langkaia,12
Skoeyen,Arkaden Nord,12
Skoeyen,Spikersuppa oest,12
Tordenskiolds gate,Sentrum Scene,12
Tordenskiolds gate,Bjoervika,12
Annette Thommessens Plass,Klingenberggata,12
Annette Thommessens Plass,Pilestredet Studenthus,12
Annette Thommessens Plass,Ruseloekkgaarden,12
Annette Thommessens Plass,Vaalerenga,12
Annette Thommessens Plass,Lilleborgbanen,12
Annette Thommessens Plass,Bjerregaardsgate oest,12
Sognsveien,Sinsenveien,12
Sognsveien,Sjoelyst,12
Sognsveien,Sukkerbiten,12
Sognsveien,Majorstuveien,12
Sognsveien,Majorstuen T-bane,12
Sognsveien,Hoffsveien,12
Sognsveien,Skoeyen,12
Dronningens gate,Arkaden Nord,12
Dronningens gate,Huk 1,12
Dronningens gate,Lodalen busstopp,12
Arkaden Nord,Landstads gate,12
Arkaden Nord,Fram-gaarden,12
Arkaden Nord,Fagerheimgata,12
Arkaden Nord,Sofienberggata,12
Arkaden Nord,Frognerveien,12
Arkaden Nord,Frogner plass,12
Hallings gate,Bjoelsen Studentby,12
Hallings gate,Hausmanns bru,12
Hallings gate,Finnmarksgata,12
Hallings gate,Botanisk hage soer-vest,12
Hallings gate,Stavangergata,12
Hallings gate,Jarlsborgveien,12
Bogstadveien,Uelands gate,12
Bogstadveien,Salt,12
Georg Morgenstiernes hus,Via Vika,12
Georg Morgenstiernes hus,Akerselvallmenningen,12
Georg Morgenstiernes hus,Aker Brygge 3 mot Fergene,12
Georg Morgenstiernes hus,Hans Nielsen Hauges plass,12
Georg Morgenstiernes hus,Sentrum Scene,12
Georg Morgenstiernes hus,Taasenloekka,12
Georg Morgenstiernes hus,Toeyenbekken,12
Georg Morgenstiernes hus,Arkaden Soer,12
Georg Morgenstiernes hus,Kirkegata 15,12
Jordalgata,Henrik Ibsens gate,12
Jordalgata,Kampen park oest,12
Stavangergata,Via Vika,12
Stavangergata,Sinsenveien,12
Stavangergata,Dronningens gate,12
Galgeberg,Hesselbergs Gate,12
Galgeberg,Holbergs plass,12
Galgeberg,Uranienborgveien,12
Galgeberg,Lilleborgbanen,12
Henrik Wergelands allé,Kontraskjaeret,12
Henrik Wergelands allé,Brugata,12
Henrik Wergelands allé,Mandalls gate,12
Henrik Wergelands allé,Skarpsnoparken,12
Nordre gate,Bjoelsen Studentby,12
Nordre gate,Loerenveien,12
Nordre gate,Ullevaal sykehus,12
Nordre gate,Lilleborgbanen,12
Nordre gate,Griffenfeldts gate,12
Nordre gate,Tordenskiolds gate,12
Nordre gate,Henrik Wergelands allé,12
Koebenhavngata busstopp,Nybrua holdeplass,12
Koebenhavngata busstopp,Soendre gate,12
Koebenhavngata busstopp,Studentparlamentet,12
Koebenhavngata busstopp,St. Hanshaugen park nord,12
Koebenhavngata busstopp,Tjuvholmen,12
Koebenhavngata busstopp,Pilestredet,12
Koebenhavngata busstopp,Frogner plass,12
Koebenhavngata busstopp,Kirkegata 15,12
Riddervoldplass,Vulkan,12
Riddervoldplass,Valkyrieplassen,12
Riddervoldplass,Majorstuveien,12
Riddervoldplass,Myraloekka oest,12
Riddervoldplass,Munkedamsveien,12
Meltzers gate,Via Vika,12
Meltzers gate,Parkveien,12
Meltzers gate,Frognerbadet,12
Meltzers gate,Olav Kyrres plass,12
Meltzers gate,St. Olavs gate,12
Meltzers gate,Bjerregaardsgate oest,12
Huk 1,Vaar Frelsers gravlund,12
Huk 1,Botanisk Hage soer,12
Huk 1,Fagerheimgata,12
Huk 1,Lille Grensen,12
Huk 1,Pilestredet 63,12
Majorstua skole,Klingenberggata,12
Majorstua skole,Hesselbergs Gate,12
Majorstua skole,Carl Berners plass soer,12
Majorstua skole,Lakkegata,12
Majorstua skole,Kvaernerbyen,12
Majorstua skole,Langkaia,12
Majorstua skole,Annette Thommessens Plass,12
Majorstua skole,Sognsveien,12
Majorstua skole,Fred Olsens gate,12
Majorstua skole,Bak Niels Treschows hus nord,12
Grenseveien,Toeyenparken,12
Grenseveien,Loerenveien,12
Grenseveien,Spikersuppa Vest,12
Grenseveien,Jernbanetorget,12
Grenseveien,Nordre gate,12
Grenseveien,Sofienbergparken nord,12
Badebakken,Akerselvallmenningen,12
Badebakken,Loerenveien,12
Badebakken,Jakob kirke,12
Badebakken,Lindern,12
Badebakken,Sofienbergparken nordvest,12
Badebakken,Filipstadveien,12
Badebakken,Grünerhagen Nord,12
Badebakken,Colbjoernsens gate,12
Badebakken,Akersgata,12
Badebakken,Sognsveien,12
Badebakken,Sofienbergparken nord,12
Badebakken,Frogner plass,12
Badebakken,Pilestredet 63,12
Badebakken,Kirkegata 15,12
Bjoelsen moelle,Parkveien,12
Bjoelsen moelle,Studentparlamentet,12
Bjoelsen moelle,Sofienberggata,12
Bjoelsen moelle,Uranienborgveien,12
Bjoelsen moelle,Skraaninga,12
Bjoelsen moelle,Jordalgata,12
Kampen park oest,Arkitekt Rivertz Plass,12
Kampen park oest,Soendre gate,12
Kampen park oest,Studentparlamentet,12
Kampen park oest,Arendalsgata,12
Kampen park oest,Hausmanns bru,12
Kampen park oest,Jernbanetorget,12
Kampen park oest,Bjerregaards gate,12
Skarpsnoparken,Professor Aschehougs plass,12
Skarpsnoparken,Via Vika,12
Skarpsnoparken,Maritimt Museum,12
Skarpsnoparken,Sentrum Scene,12
Skarpsnoparken,Frogner Stadion,12
Skarpsnoparken,Slottsparken oest,12
Skarpsnoparken,Salt,12
Idioten,Aker Brygge 2 mot Raadhusplassen,12
Idioten,Jakob kirke,12
Idioten,St. Hanshaugen,12
Idioten,Bjoervika,12
Idioten,Studentparlamentet,12
Idioten,Raadhusgata,12
Idioten,Carl Berners plass nord,12
Idioten,Slottsparken oest,12
Idioten,Forskningsveien,12
Fredensborg,Krohgstoetten hospital,12
Fredensborg,Vaalerenga,12
Fredensborg,St. Hanshaugen park nord,12
Fredensborg,Colbjoernsens gate,12
Fredensborg,Hoffsveien,12
Fredensborg,Huk 1,12
Sofienbergparken nord,Ullevaal sykehus,12
Sofienbergparken nord,Frognerveien,12
Sofienbergparken nord,Georg Morgenstiernes hus,12
Sofienbergparken nord,Munkedamsveien,12
Paléhaven,Klingenberggata,12
Paléhaven,Hasle Torg,12
Paléhaven,Oslo Plaza,12
Paléhaven,Elisenberg,12
Paléhaven,Studentparlamentet,12
Paléhaven,Riddervoldplass,12
Dyvekes bru,Majorstuen,12
Dyvekes bru,Fram-gaarden,12
Dyvekes bru,Trondheimsveien,12
Dyvekes bru,Jenny Braatens Plass,12
Dyvekes bru,Botanisk Hage vest,12
Dyvekes bru,Skraaninga,12
Dyvekes bru,Marcus Thranes gate,12
Rolf Wickstroems vei,Valkyrieplassen,12
Rolf Wickstroems vei,Arendalsgata,12
Rolf Wickstroems vei,Jens Bjelkes Gate,12
Rolf Wickstroems vei,Fredensborg,12
Jarlsborgveien,Sjoelyst,12
Frogner plass,Gunerius,12
Frogner plass,Carl Berners plass soer,12
Frogner plass,John Colletts plass,12
Frogner plass,Landstads gate,12
Frogner plass,Arendalsgata,12
Frogner plass,Brugata,12
Frogner plass,Hallénparken,12
oekernveien,Aker Brygge,12
oekernveien,Hasle Torg,12
oekernveien,Vulkan,12
oekernveien,Sofienbergparken soer,12
oekernveien,Daelenenggata,12
Stockfleths gate,Vaar Frelsers gravlund,12
Stockfleths gate,Bjoelsen Studentby,12
Stockfleths gate,Ullevaal sykehus,12
Stockfleths gate,Marienlystparken,12
Marcus Thranes gate,Blindern T-Bane,12
Marcus Thranes gate,Vaalerenga,12
Marcus Thranes gate,Taasenloekka,12
Colletts gate,Rostockgata,12
Colletts gate,Aker Brygge 3 mot Fergene,12
Colletts gate,Toeyen skole,12
Colletts gate,Bjoelsendumpa,12
Colletts gate,Jens Bjelkes Gate,12
Colletts gate,Grünerhagen Nord,12
Colletts gate,Colbjoernsens gate,12
Colletts gate,Hoffsveien,12
Colletts gate,Kirkeveien,12
Fred Olsens gate,Carl Berners plass nord,12
Fred Olsens gate,Soervest for Slottsparken,12
Fred Olsens gate,Skippergata,12
Fred Olsens gate,Pilestredet 63,12
Sotahjoernet,Professor Aschehougs plass,12
Sotahjoernet,Stjerneplassen,12
Sotahjoernet,Aker Brygge 3 mot Fergene,12
Sotahjoernet,Saga Kino,12
Sotahjoernet,Sinsenveien,12
Sotahjoernet,Carl Berners plass nord,12
Sotahjoernet,Skraaninga,12
Sotahjoernet,Kampen park oest,12
Bankplassen,Hans Nielsen Hauges plass,12
Bankplassen,Majorstuen,12
Bankplassen,Briskeby,12
Bankplassen,Vestkanttorvet,12
Bankplassen,Carl Berners plass nord,12
Bankplassen,Friggfeltet,12
Bankplassen,Huk 1,12
Bankplassen,Hydroparken,12
Ensjoeveien,Rostockgata,12
Ensjoeveien,Vaar Frelsers gravlund,12
Ensjoeveien,Lakkegata,12
Ensjoeveien,Vulkan,12
Ensjoeveien,Skraaninga,12
Schives gate,Blindern studentparkering,12
Schives gate,Edvard Storms gate,12
Schives gate,Monolittveien,12
Sinsen T-bane,Tannlegehoeyskolen,12
Sinsen T-bane,Hausmanns gate,12
Sinsen T-bane,Oscars gate,12
Sinsen T-bane,Idioten,12
Munkedamsveien,Elgsletta,12
Munkedamsveien,Aker Brygge 3 mot Fergene,12
Munkedamsveien,Toeyen skole,12
Munkedamsveien,St. Hanshaugen,12
Munkedamsveien,Skoeyen,12
Munkedamsveien,Fred Olsens gate,12
Munkedamsveien,Pilestredet 63,12
Salt,Krohgstoetten hospital,12
Salt,Bentsebrugata,12
Salt,Frogner Tennisklubb,12
Salt,Lille Schous plass,12
Salt,Frognerbadet,12
Salt,Thune,12
Salt,Vestkanttorvet,12
Salt,Frogner Stadion,12
Salt,Sofienbergparken soer,12
Salt,Ensjoe T-bane,12
Salt,Myraloekka oest,12
Bjerregaardsgate oest,Krohgstoetten hospital,12
Bjerregaardsgate oest,Aker Brygge 3 mot Fergene,12
Bjerregaardsgate oest,Skovveien,12
Bjerregaardsgate oest,Stensparken,12
Bjerregaardsgate oest,Griffenfeldts gate,12
Bjerregaardsgate oest,Froeen T-bane,12
Bjerregaardsgate oest,Stavangergata,12
Bjerregaardsgate oest,Koebenhavngata busstopp,12
Bak Niels Treschows hus soer,Saga Kino,12
Bak Niels Treschows hus soer,Olav Kyrres plass,12
Bak Niels Treschows hus soer,Helga Helgesens plass,12
Bak Niels Treschows hus soer,Majorstuen T-bane,12
Bak Niels Treschows hus soer,Lilleborgbanen,12
Bak Niels Treschows hus soer,Pilestredet,12
Bak Niels Treschows hus soer,Bak Niels Treschows hus nord,12
Bak Niels Treschows hus soer,Oslo Hospital,12
Bak Niels Treschows hus nord,Hesselbergs Gate,12
Bak Niels Treschows hus nord,Vestre Aker Kirke,12
Bak Niels Treschows hus nord,Groenlands torg,12
Bak Niels Treschows hus nord,Bjoelsendumpa,12
Bak Niels Treschows hus nord,BI Nydalen,12
Bak Niels Treschows hus nord,Sofienbergparken soer,12
Bak Niels Treschows hus nord,Blindern studentparkering,12
Bak Niels Treschows hus nord,Oscars gate,12
Bislettgata,Borgenveien,12
Bislettgata,Nybrua holdeplass,12
Bislettgata,Brugata,12
Bislettgata,Taasenloekka,12
Bislettgata,Stockfleths gate,12
Bislettgata,Bak Niels Treschows hus soer,12
Torshovdalen oest,Elgsletta,12
Torshovdalen oest,Arkitekt Rivertz Plass,12
Torshovdalen oest,Tjuvholmen,12
Torshovdalen oest,Hausmanns gate,12
Torshovdalen oest,Holbergs plass,12
Torshovdalen oest,Botanisk hage soer-vest,12
Torshovdalen oest,Stockfleths gate,12
Pilestredet 63,St. Hanshaugen park vest,12
Pilestredet 63,Bjoelsendumpa,12
Pilestredet 63,Adamstuen,12
Pilestredet 63,Lindern,12
Pilestredet 63,Botanisk Hage soer,12
Daelenenggata,Krohgstoetten hospital,12
Daelenenggata,Nybrua holdeplass,12
Daelenenggata,Hans Nielsen Hauges plass,12
Daelenenggata,OsloMet,12
Daelenenggata,Frogner Stadion,12
Daelenenggata,Thomas Heftyes plass,12
Daelenenggata,Henrik Wergelands allé,12
Daelenenggata,Torshovdalen oest,12
Spikersuppa oest,Adamstuen,12
Drammensveien,Frogner Tennisklubb,12
Drammensveien,Jakob kirke,12
Drammensveien,Vippetangen vest,12
Drammensveien,Hoff terrasse holdeplass,12
Skoeyen Stasjon,Bjoelsen Studentby,12
Skoeyen Stasjon,Vestkanttorvet,12
Oslo Hospital,Majorstua skole,12
Munkegata,Lilleborgbanen,12
Lodalen busstopp,Vippetangen vest,12
Lodalen busstopp,Linaaes gate,12
Lodalen busstopp,Botanisk hage soer-vest,12
Hammersborg Torg,Nybrua holdeplass,12
Hammersborg Torg,St. Hanshaugen park vest,12
Hammersborg Torg,Ullevaalsveien,12
Hasle,Vaar Frelsers gravlund,12
Hasle,Soendre gate,12
Hasle,Landstads gate,12
Hasle,St. Hanshaugen,12
Hasle,Jernbanetorget,12
Hasle,Linaaes gate,12
Hallénparken,St. Hanshaugen park vest,12
Hallénparken,Frognerstranda,12
Hallénparken,Arendalsgata,12
Hallénparken,Blindern studentparkering,12
Hallénparken,Raadhusgata,12
Hallénparken,Marienlystparken,12
Hallénparken,Ullevaalsveien,12
Hallénparken,Friggfeltet,12
Hallénparken,Dyvekes bru,12
Bygdoey allé,Aker Brygge 3 mot Fergene,12
Bygdoey allé,Sukkerbiten,12
Bygdoey allé,Lille Grensen,12
Hydroparken,The Hub,12
Hydroparken,Frogner Tennisklubb,12
Hydroparken,Vippetangen oest,12
Hydroparken,AHO,12
Hydroparken,Suhms gate,12
Hydroparken,Furulund,12
Hydroparken,Grünerhagen Nord,12
Hydroparken,Dronningens gate,12
Hydroparken,Dyvekes bru,12
Kirkegata 15,Nybrua holdeplass,12
Kirkegata 15,Hans Nielsen Hauges plass,12
Kirkegata 15,Langkaia,12
Kirkegata 15,Nordre gate,12
Kirkegata 15,Schives gate,12
Enerhaugen,Aker Brygge 3 mot Fergene,12
Enerhaugen,Vaalerenga,12
Enerhaugen,Biskop Gunnerus' gate,12
Enerhaugen,Bogstadveien,12
Enerhaugen,Salt,12
Enerhaugen,Bjerregaardsgate oest,12
Enerhaugen,Bislettgata,12
Borgenveien,Skovveien,11
Borgenveien,Karenslyst allé,11
Professor Aschehougs plass,Carl Berners plass nord,11
Stortingstunellen,Universitetsgata,11
Stortingstunellen,Thomas Heftyes plass,11
Stortingstunellen,Galgeberg,11
Stortingstunellen,Huk 1,11
Aker Brygge,Aker Brygge 2 mot Raadhusplassen,11
Aker Brygge,Loerenveien,11
Aker Brygge,John Colletts plass,11
Aker Brygge,Monolittveien,11
Kvaernerveien,Olaf Ryes plass,11
Loerenporten,Soendre gate,11
Loerenporten,Trondheimsveien,11
Loerenporten,Paléhaven,11
Loerenporten,Stockfleths gate,11
Klingenberggata,Hesselbergs Gate,11
Klingenberggata,Via Vika,11
Klingenberggata,Gimle Kino,11
Klingenberggata,Frognerveien,11
